scenario,id,confluence,name,parameterids,temporalparameter,streamdependency,streamtype,streamcontent,reviewstatus
ENG_M_GLDR_CSTL,DICT180,,glider_eng_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1402,PD1401,PD1234,PD1276,PD1382,PD1391,PD1214,PD1215,PD1216,PD1217,PD1218,PD1219,PD1220,PD1221,PD1222,PD1223,PD1224,PD1225,PD1226,PD1227,PD1228,PD1229,PD1230,PD1231,PD1232,PD1233,PD1235,PD1236,PD1237,PD1238,PD1239,PD1240,PD1241,PD1242,PD1243,PD1244,PD1245,PD1246,PD1247,PD1248,PD1249,PD1250,PD1251,PD1252,PD1253,PD1254,PD1255,PD1256,PD1257,PD1258,PD1259,PD1260,PD1261,PD1262,PD1263,PD1264,PD1265,PD1266,PD1267,PD1268,PD1269,PD1270,PD1271,PD1272,PD1273,PD1274,PD1275,PD1277,PD1278,PD1279,PD1280,PD1281,PD1282,PD1283,PD1284,PD1285,PD1286,PD1287,PD1288,PD1289,PD1290,PD1291,PD1292,PD1293,PD1294,PD1295,PD1296,PD1297,PD1298,PD1299,PD1300,PD1301,PD1302,PD1303,PD1304,PD1305,PD1306,PD1307,PD1308,PD1309,PD1310,PD1311,PD1312,PD1313,PD1314,PD1315,PD1316,PD1317,PD1318,PD1319,PD1320,PD1321,PD1322,PD1323,PD1324,PD1325,PD1326,PD1327,PD1328,PD1329,PD1330,PD1331,PD1332,PD1333,PD1334,PD1337,PD1338,PD1339,PD1340,PD1341,PD1342,PD1343,PD1344,PD1345,PD1346,PD1347,PD1348,PD1349,PD1350,PD1351,PD1352,PD1353,PD1354,PD1355,PD1356,PD1357,PD1358,PD1359,PD1360,PD1361,PD1362,PD1363,PD1364,PD1365,PD1366,PD1367,PD1368,PD1369,PD1370,PD1371,PD1372,PD1373,PD1374,PD1375,PD1376,PD1377,PD1378,PD1379,PD1380,PD1381,PD1383,PD1384,PD1385,PD1386,PD1387,PD1388,PD1389,PD1390,PD1392,PD1393,PD1394,PD1395,PD1396,PD1397,PD1398,PD1399,PD1400,PD1403,PD1404,PD1405,PD1406,PD1407,PD1408,PD1409,PD1410,PD1411,PD1412,PD1413,PD1414,PD1415,PD1416,PD1417,PD1418,PD1419,PD1420,PD1421,PD1422,PD1423,PD1424,PD1425,PD1426,PD1427,PD1428,PD1429,PD1430,PD1431,PD1432,PD1433,PD1434,PD1435,PD1436,PD1437,PD1438,PD1439,PD1440,PD1441,PD1442,PD1443,PD1444,PD1445,PD1446,PD1447,PD1448,PD1449,PD1450,PD1451,PD1452,PD1453,PD1454,PD1455,PD1456,PD1457,PD1458,PD1459,PD1460,PD1461,PD1462,PD1463,PD1464,PD1465,PD1466,PD1467,PD1468",PD7,,Engineering,Engineering Data,
ENG_M_GLDR_CSTL,DICT181,,glider_eng_sci_telemetered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1495,PD1494,PD1489,PD1490",PD7,,Engineering,Status Data,
ENG_M_GLDR_CSTL,DICT182,,glider_eng_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2063,PD2064,PD2065",PD7,,Engineering,Metadata,
ENG_M_GLDR_CSTL,DICT183,,glider_eng_sci_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1495,PD1494,PD1489,PD1490,PD1491,PD1492,PD1493,PD1496,PD1475,PD1469,PD1486,PD1502,PD1515,PD1533,PD1497,PD1522,PD1523,PD1524,PD1525,PD1529,PD1530",PD7,,Engineering,Status Data,
CG_STC_ENG_CSTL,DICT184,,cg_stc_eng_stc,"PD7,PD10,PD11,PD12,PD16,PD863,PD1659,PD1660,PD1661,PD1662,PD1663,PD1664,PD1665,PD1666,PD1667,PD1668,PD1669,PD1670,PD1671,PD1672,PD1673,PD1674,PD1675,PD1676,PD1677,PD1678,PD1679,PD1680,PD1681,PD1682,PD1683,PD1684,PD1685,PD1686,PD1687,PD1688,PD1689,PD1690,PD1691,PD1692,PD1693,PD1694,PD1695,PD1696,PD1697,PD1698,PD1699,PD1700,PD1701,PD1702,PD1703,PD1704,PD1705,PD1706,PD1707,PD1708,PD1709,PD1710,PD1711,PD1712,PD1713,PD1714,PD1715,PD1716,PD1717,PD1718,PD1719,PD1720,PD1721,PD1722,PD1723,PD1724,PD1725,PD1726,PD1727,PD1728,PD1729,PD1730,PD1731,PD1732,PD1733,PD1734,PD1735,PD1736,PD1737,PD1738,PD1739,PD1740,PD1741,PD1742,PD1743,PD1744,PD1745,PD1746,PD1747,PD1748,PD1749,PD1750,PD1751,PD1752,PD1753,PD1754,PD1755,PD1756,PD1757,PD1758,PD1759,PD1760,PD1761,PD1762,PD1763,PD1764,PD1765,PD1766,PD1767,PD1768,PD1769,PD1770,PD1771,PD1772,PD1773,PD1774,PD1775,PD1776,PD1777,PD1778,PD1779,PD1780,PD1781,PD1782,PD1783,PD1784,PD1785,PD1786,PD1787,PD1788,PD1789,PD1790,PD1791,PD1792,PD1793,PD1794,PD1795,PD1796,PD1797,PD1798,PD1799,PD1800,PD1801,PD1802,PD1803,PD1804,PD1805,PD1806,PD1807,PD1808,PD1809,PD1810,PD1811,PD1812,PD1813,PD1814,PD1815,PD1816,PD1817,PD1818,PD1819,PD1820,PD1821,PD1822,PD1823,PD1824,PD1825,PD1826,PD1827,PD1828,PD1829,PD1830,PD1831,PD1832,PD1833,PD1834,PD1835,PD1836,PD1837,PD1838,PD1839,PD1840,PD1841,PD1842,PD1843,PD1844,PD1845,PD1846,PD1847,PD1848,PD1849,PD1850,PD1851,PD1852,PD1853,PD1854,PD1855,PD1856,PD1857,PD1858,PD1859,PD1860,PD1861,PD1862,PD1863,PD1864,PD1865,PD1866,PD1867,PD1868,PD1869,PD1870,PD1871,PD1872,PD1873,PD1874,PD1875,PD1876,PD1877,PD1878,PD1879,PD1880,PD1881,PD1882,PD1883,PD1884,PD1885,PD1886,PD1887,PD1888,PD1889,PD1890,PD1891,PD1892,PD1893,PD1894,PD1895,PD1896,PD1897,PD1898,PD1899,PD1900,PD1901,PD1902,PD1903,PD1904,PD1905,PD1906,PD1907,PD1908,PD1909,PD1910,PD1911,PD1912,PD1913,PD1914,PD1915,PD1916,PD1917,PD1918,PD1919,PD1920,PD1921,PD1922,PD1923,PD1924,PD1925,PD1926,PD1927,PD1928,PD1929,PD1930,PD1931,PD1932,PD1933,PD1934,PD1935,PD1936,PD1937,PD1938,PD1939,PD1940,PD1941,PD1942,PD1943,PD1944,PD1945,PD1946,PD1947,PD1948,PD1949,PD1950,PD1951,PD1952,PD1953,PD1954,PD1955,PD1956,PD1957,PD1958,PD1973,PD1974,PD1975,PD1976,PD1977,PD1978,PD1979,PD1980",PD7,,Engineering,Status Data,
DOSTA_LN_WFP,DICT186,,dosta_ln_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD940,PD942,PD1622,PD14",PD7,,Science,Data Products,
GCHEN_TEST,DICT187,,dosta_ln_wfp_sio_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2022,PD2023",PD7,,Science,Data Products,
FLORD_L_WFP,DICT188,,flord_l_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD21,PD22,PD24,PD25,PD863,PD1141,PD1139,PD1144,PD1622",PD7,,Science,Data Products,
GCHEN_TEST,DICT189,,flord_l_wfp_sio_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2024,PD2025,PD2026",PD7,,Science,Data Products,
GCHEN_TEST,DICT190,,ctdpf_ckl_wfp_sio_mule_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1574,PD1575,PD1577,PD2027",PD7,,Engineering,Metadata,
TRHPH_A,DICT191,,trhph_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2028,PD2029,PD2030,PD2031,PD2032,PD2033,PD2034,PD2035,PD2036,PD2037,PD2038,PD2039",PD7,,Engineering,Status Data,
FLORT_D,DICT192,,flort_d_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD113,PD2043,PD2044,PD2045,PD2046,PD2047,PD2048,PD2049,PD2050,PD2051,PD2052,PD2053,PD2054,PD2055,PD2056,PD2057,PD2058,PD2059,PD2060",PD7,,Engineering,Status Data,
ENG_M_GLDR_CSTL,DICT193,,glider_eng_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2063,PD2064,PD2065",PD7,,Engineering,Metadata,
SPKIR_A,DICT194,,spkir_a_configuration_record,"PD7,PD10,PD11,PD12,PD16,PD863,PD2040,PD312,PD1105,PD1106,PD1107,PD1108,PD1109,PD1110,PD1111,PD1112,PD1089",PD7,,Engineering,Configuration Record Data,
PCO2W_AB,DICT195,,sami_regular_status,"PD7,PD10,PD11,PD12,PD16,PD365,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD353,PD863",PD7,,Engineering,Status Data,
PHSEN,DICT196,,phsen_battery_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2061",PD7,,Engineering,Battery Voltage Data,
PHSEN,DICT197,,phsen_thermistor_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2062",PD7,,Engineering,Thermistor Voltage Data,
SIO_ENG,DICT300,,sio_eng_control_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2173,PD2174,PD2175,PD2176,PD2177,PD2178,PD2179",PD7,,Engineering,Status Data,
ADCPS_JLN_SIO_MULE,DICT301,,adcps_jln_sio_mule_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD1212,PD1213,PD611,PD612,PD1628,PD1629,PD1630,PD1631,PD1632,PD1633,PD1634,PD1635,PD1636,PD1637,PD1638,PD1639,PD788,PD789,PD790,PD791,PD792,PD1640,PD1641,PD717,PD716,PD715,PD714,PD3353,PD3354,PD960,PD961,PD8086",PD7,,Science,Data Products,
"ADCPS,ADCPT,ADCPT_DE,ADCPS_IK,VADCP_A",DICT302,,adcp_ancillary_system_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD2180,PD2181,PD2182",PD7,,Engineering,Ancillary System Data,
"ADCPS,ADCPT,ADCPT_DE,ADCPS_IK,VADCP_A",DICT303,,adcp_transmit_path,"PD7,PD10,PD11,PD12,PD16,PD863,PD2183,PD2184,PD2185,PD2186",PD7,,Engineering,Transmit Path Data,
BOTPT,DICT304,,botpt_lily_leveling,"PD7,PD10,PD11,PD12,PD16,PD863,PD839,PD840,PD841,PD849,PD842,PD312,PD2188,PD837",PD7,,Engineering,LILY Leveling Data,
BOTPT,DICT306,,botpt_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2221,PD2222,PD2223,PD2224,PD2225,PD2444",PD7,,Engineering,Status Data,
THSPH_A,DICT307,,thsph_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD2260,PD2261,PD2262,PD2263,PD2264,PD2265,PD2266,PD2267,PD2624,PD2625,PD2626,PD2627,PD2628,PD2629,PD2630,PD2631,PD2632,PD2633,PD2634,PD2635",PD7,,Science,Data Products,
VEL3D_K_WFP_RECOVERED,DICT308,,vel3d_k_wfp_string,"PD7,PD11,PD10,PD12,PD16,PD863,PD2016,PD2017",PD7,,Engineering,String Data,
VEL3D_K_WFP_RECOVERED,DICT309,,vel3d_k_wfp_metadata,"PD7,PD11,PD10,PD12,PD16,PD863,PD1620,PD1621",PD7,,Engineering,Metadata,
CTDMO_GHQR,DICT310,,ctdmo_ghqr_imodem_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD198,PD2926,PD2927,PD2928,PD13,PD5,PD8093",PD7,,Science,Data Products,
CTDMO_GHQR,DICT311,,ctdmo_ghqr_imodem_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD198,PD2926,PD2927,PD2928,PD13,PD5,PD8093",PD7,,Science,Data Products,
GCHEN_TEST,DICT312,,phsen_abcdef_sio_mule_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD353,PD355,PD356,PD932,PD933,PD357,PD358,PD935,PD2228,PD938,PD2767",PD7,,Science,Data Products,
GCHEN_TEST,DICT313,,phsen_abcdef_sio_mule_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD353,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD2834,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD358,PD2228",PD7,,Engineering,Metadata,
GCHEN_TEST,DICT314,,vel3d_l_wfp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2229,PD2230,PD2231,PD2232,PD2233,PD2234,PD2235,PD2236,PD2237,PD2238,PD2239,PD3487,PD3488,PD3489,PD3490",PD7,,Science,Data Products,
GCHEN_TEST,DICT315,,vel3d_l_wfp_sio_mule_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD2241,PD2242,PD2243,PD2244,PD2245",PD7,,Engineering,Metadata,
GCHEN_TEST,DICT316,,wfp_eng_wfp_sio_mule_start_time,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD1579,PD1580",PD7,,Engineering,Start Time Data,
GCHEN_TEST,DICT317,,wfp_eng_wfp_sio_mule_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD1581,PD1582,PD1583,PD1584,PD1585,PD2027",PD7,,Engineering,Status Data,
GCHEN_TEST,DICT318,,wfp_eng_wfp_sio_mule_engineering,"PD7,PD10,PD11,PD12,PD16,PD863,PD1622,PD1586,PD1587,PD1588",PD7,,Engineering,Engineering Data,
ADCPSL_CSTL_FIX01,DICT319,,adcps_jln_stc_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD1623,PD1624,PD1625,PD1626,PD1627,PD1628,PD1629,PD1630,PD1631,PD1632,PD1633,PD1634,PD1635,PD1636,PD1637,PD1638,PD1639,PD1640,PD1641,PD717,PD716,PD715,PD714,PD2272,PD2273,PD2274,PD2275,PD8086",PD7,,Science,Data Products,
VELPT_D,DICT321,,velpt_hardware_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD461,PD462,PD463,PD464,PD465,PD466,PD467,PD468,PD113",PD7,,Engineering,Configuration Data,
VELPT_D,DICT322,,velpt_head_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD470,PD471,PD472,PD473,PD474,PD475,PD476,PD477,PD478",PD7,,Engineering,Configuration Data,
VELPT_D,DICT323,,velpt_user_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD479,PD480,PD481,PD482,PD483,PD484,PD485,PD478,PD487,PD488,PD489,PD490,PD491,PD492,PD493,PD494,PD495,PD496,PD497,PD498,PD499,PD500,PD501,PD502,PD503,PD504,PD505,PD506,PD507,PD508,PD509,PD510,PD511,PD512,PD513,PD514,PD515,PD516,PD517,PD518,PD519,PD520,PD521,PD522,PD523,PD524,PD526,PD525,PD527,PD528,PD529,PD530,PD531,PD532,PD533,PD1088,PD534",PD7,,Engineering,Configuration Data,
VELPT_D,DICT324,,velpt_data_header,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD571,PD572,PD573,PD574,PD575,PD576,PD577",PD7,,Engineering,Header Data,
VELPT_D,DICT325,,velpt_velocity_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD439,PD441,PD442,PD443,PD444,PD445,PD446,PD3230,PD3231,PD3232,PD3242,PD3243,PD3244,PD3245,PD3246,PD3248,PD3247,PD8094",PD7,,Science,Data Products,
VELPT_D,DICT326,,velpt_system_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD432,PD562,PD436,PD437,PD438,PD440,PD567,PD568,PD569",PD7,,Engineering,System Data,
VELPT_D,DICT327,,velpt_clock_data,"PD7,PD10,PD11,PD12,PD16,PD863,PD829",PD7,,Engineering,Clock Data,
VELPT_D,DICT328,,velpt_battery_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD831",PD7,,Engineering,Battery Voltage Data,
VELPT_D,DICT329,,velpt_identification_string,"PD7,PD10,PD11,PD12,PD16,PD863,PD832",PD7,,Engineering,Identification String Data,
CTD_CABLED,DICT330,,ctdpf_optode_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD196,PD835,PD836,PD197,PD908,PD909,PD910,PD13,PD5,PD964,PD14,PD8102",PD7,,Science,Optode Data Products,
CTD_CABLED,DICT331,,ctdpf_optode_hardware,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD113,PD293,PD259,PD295,PD261,PD297,PD257,PD258,PD212,PD2276,PD2277,PD2278,PD2279,PD2280",PD7,,Engineering,Optode Hardware Data,
CTD_CABLED,DICT332,,ctdpf_optode_calibration_coefficients,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD117,PD158,PD174,PD175,PD176,PD177,PD178,PD179,PD180,PD181,PD182,PD183,PD184,PD185,PD186,PD187,PD229,PD280,PD231,PD232,PD233,PD234,PD235,PD236,PD237,PD238,PD239,PD240,PD241,PD242,PD243,PD244,PD245,PD246,PD247,PD248,PD249,PD250,PD251,PD252,PD253,PD254,PD255,PD257,PD258",,,Engineering,Optode Calibration Data,
CTD_CABLED,DICT333,,ctdpf_optode_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD93,PD202,PD263,PD121,PD122,PD120,PD199,PD200,PD201,PD204,PD203,PD264,PD265,PD2293",PD7,,Engineering,Optode Status Data,
CTD_CABLED,DICT334,,ctdpf_optode_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD211,PD218,PD219,PD220,PD221,PD222,PD223,PD213,PD215,PD216,PD217,PD224,PD267,PD225,PD2294,PD2295,PD2296,PD2297,PD2298,PD2299,PD2300",PD7,,Engineering,Optode Configuration Data,
CTD_CABLED,DICT335,,ctdpf_optode_settings,"PD7,PD10,PD11,PD12,PD16,PD863,PD2301,PD2302,PD1029,PD2304,PD2305,PD2306,PD2307,PD2308,PD2813",PD7,,Engineering,Optode Settings Data,
CTD_CABLED,DICT336,,ctdbp_no_optode_settings,"PD7,PD10,PD11,PD12,PD16,PD863,PD2301,PD2302,PD1029,PD2304,PD2305,PD2306,PD2307,PD2308,PD2813",PD7,,Engineering,Optode Settings Data,
CTD_CABLED_SBE43,DICT337,,ctdpf_sbe43_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD196,PD908,PD909,PD910,PD13,PD5,PD2310,PD3777,PD8102",PD7,,Science,Data Products,
CTD_CABLED_SBE43,DICT338,,ctdpf_sbe43_hardware,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD113,PD293,PD259,PD295,PD261,PD297,PD257,PD258,PD212,PD2276,PD2277,PD2278",PD7,,Engineering,Hardware Data,
CTD_CABLED_SBE43,DICT339,,ctdpf_sbe43_calibration_coefficients,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD117,PD158,PD174,PD175,PD176,PD177,PD178,PD179,PD180,PD181,PD182,PD183,PD184,PD185,PD186,PD187,PD229,PD280,PD231,PD232,PD233,PD234,PD235,PD236,PD237,PD238,PD239,PD240,PD241,PD242,PD243,PD244,PD245,PD246,PD247,PD248,PD249,PD250,PD251,PD252,PD253,PD254,PD255,PD257,PD258",PD7,,Engineering,Calibration Data,
CTD_CABLED_SBE43,DICT340,,ctdpf_sbe43_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD93,PD202,PD263,PD121,PD122,PD120,PD199,PD200,PD204,PD203,PD264,PD265,PD2293",PD7,,Engineering,Status Data,
CTD_CABLED_SBE43,DICT341,,ctdpf_sbe43_configuration,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD211,PD218,PD219,PD220,PD221,PD222,PD223,PD213,PD215,PD216,PD217,PD224,PD267,PD225,PD2294,PD2295,PD2296,PD2297,PD2298,PD2299,PD2300",PD7,,Engineering,Configuration Data,
NUTNR_A,DICT342,,nutnr_a_sample,"PD7,PD11,PD10,PD12,PD16,PD18,PD863,PD311,PD312,PD313,PD314,PD315,PD2320,PD2321,PD2322,PD2323,PD2324,PD2325,PD2326,PD332,PD320,PD321,PD322,PD347,PD324,PD327,PD325,PD2327,PD2328,PD316,PD317,PD2329,PD2330,PD333,PD2331",PD7,,Science,Data Products,
NUTNR_A,DICT343,,nutnr_a_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2332,PD2333,PD312,PD2334,PD2335,PD2336,PD2337,PD2338,PD2339,PD2340,PD2341,PD2342,PD2343,PD2344,PD2345,PD2346,PD2347,PD2348,PD2349,PD2350,PD2351,PD2352,PD2353,PD2354,PD2358,PD2359,PD2360,PD2361,PD2362,PD2363,PD2364,PD2365,PD2366,PD283,PD2370,PD2371,PD2372,PD2373,PD2374,PD2375,PD2376,PD2377,PD2378,PD2379,PD2380,PD2381,PD2382,PD2383,PD2384,PD2385,PD2386,PD2387,PD2388,PD2389,PD2390,PD2391,PD2392,PD2393,PD2394,PD2395,PD2396,PD2397,PD2398,PD2399,PD2401,PD2402,PD2403,PD2404,PD2405,PD2406,PD2407,PD2408,PD2409,PD2410,PD2411,PD2412,PD2413,PD2414,PD2415,PD2416,PD2417,PD2418,PD2419,PD2420,PD2421,PD2422,PD2423,PD2424",PD7,,Engineering,Status Data,
NUTNR_A,DICT344,,nutnr_a_test,"PD7,PD10,PD11,PD12,PD16,PD863,PD2425,PD2426,PD2427,PD2428,PD320,PD321,PD322,PD347,PD324,PD2429,PD2430,PD2431,PD2432,PD2433,PD2434,PD2435,PD2436,PD2437,PD2438,PD2439,PD2440,PD2441,PD2442",PD7,,Engineering,Test Data,
MASSP_A,DICT345,,massp_mcu_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2445,PD2446,PD2447,PD2448,PD2449,PD2450,PD2451,PD2452,PD2453,PD2454,PD2455,PD2456,PD2457,PD2458,PD2459,PD2460,PD2461,PD2462,PD2463,PD2464,PD2465,PD2466,PD2467,PD2468,PD2469,PD2470,PD2471,PD2472,PD2473,PD2474,PD2475,PD2476,PD2477,PD2478,PD2479,PD2480,PD2481,PD2482,PD2483,PD2484,PD2485,PD2486,PD2487,PD2488,PD2489,PD2490,PD2491,PD2492,PD2493,PD2494,PD2495,PD2496,PD2497,PD2498,PD2499,PD2500,PD2501,PD2502,PD2503,PD2504,PD2505,PD2506",PD7,,Engineering,Status Data,
MASSP_A,DICT346,,massp_turbo_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2507,PD2508,PD2509,PD2510,PD2511",PD7,,Engineering,Turbopump Status Data,
MASSP_A,DICT347,,massp_rga_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2512,PD2513,PD2514,PD2515,PD2516,PD2517,PD2518,PD2519,PD2520,PD2521,PD2522,PD2523,PD2524",PD7,,Engineering,Status Data,
MASSP_A,DICT348,,massp_rga_sample,"PD7,PD10,PD11,PD12,PD16,PD863,PD2525",PD7,,Science,Data Products,
HPIES,DICT349,,hpies_data_header,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2527,PD2528,PD2529,PD2530,PD2531,PD2532,PD2533,PD2534,PD2535,PD2536,PD2537,PD2538",PD7,,Science,Header Data Products,
HPIES,DICT350,,horizontal_electric_field,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2539,PD2540,PD2541,PD2542,PD2543,PD2544,PD2545",PD7,,Science,Horizontal Electric Field Data Products,
HPIES,DICT351,,motor_current,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2546,PD2547",PD7,,Engineering,Motor Current Data,
HPIES,DICT352,,calibration_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2548,PD2549,PD2550,PD2551,PD2552,PD2553,PD2554",PD7,,Engineering,Calibration Status Data,
HPIES,DICT353,,hpies_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2533,PD2556,PD2557,PD2558,PD2559,PD2560,PD2561,PD2562,PD2563,PD2564,PD2565,PD2566,PD2567,PD2568,PD2569,PD2570,PD2571,PD2572,PD2573,PD2574",PD7,,Engineering,Status Data,
HPIES,DICT354,,echo_sounding,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2575,PD2576,PD2577,PD2578,PD2579,PD2580,PD2581,PD2582,PD2583,PD2584,PD2538,PD3780,PD3781,PD3782,PD3783,PD3784,PD3785,PD3786",PD7,,Science,Data Products,
HPIES,DICT355,,ies_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2575,PD2585,PD2586,PD2587,PD2588,PD2589,PD2590,PD2591,PD2592,PD2593,PD2594,PD2595,PD2596,PD2597,PD2598,PD2599,PD2600,PD2601,PD2602,PD2603",PD7,,Engineering,Status Data,
HPIES,DICT356,,stm_timestamp,"PD7,PD10,PD11,PD12,PD16,PD863,PD2526,PD2538,PD2604",PD7,,Engineering,Timestamp Data,
VADCP_A,DICT357,,vadcp_5thbeam_pd0_beam_parsed,"PD7,PD863,PD698,PD654,PD655,PD656,PD657,PD650,PD651,PD652,PD653,PD709,PD658,PD659,PD728,PD724,PD725,PD726,PD727,PD720,PD721,PD722,PD723,PD621,PD620,PD623,PD622,PD625,PD624,PD627,PD626,PD629,PD628,PD710,PD719,PD718,PD632,PD633,PD630,PD631,PD636,PD637,PD634,PD635,PD638,PD639,PD743,PD701,PD609,PD608,PD607,PD606,PD605,PD687,PD686,PD685,PD684,PD683,PD682,PD681,PD680,PD689,PD688,PD12,PD11,PD10,PD16,PD618,PD619,PD711,PD610,PD611,PD612,PD613,PD614,PD615,PD616,PD617,PD690,PD691,PD692,PD693,PD694,PD695,PD696,PD697,PD699,PD876,PD648,PD871,PD669,PD668,PD713,PD664,PD667,PD666,PD312,PD660,PD663,PD662,PD708,PD785,PD706,PD707,PD704,PD705,PD702,PD703,PD678,PD679,PD676,PD677,PD674,PD675,PD672,PD673,PD670,PD671,PD869,PD874,PD875,PD649,PD877,PD870,PD700,PD872,PD873,PD643,PD642,PD641,PD640,PD647,PD646,PD645,PD644,PD2653,PD2654,PD2655,PD2656,PD2657,PD2769,PD2770,PD2771,PD2772,PD8090",PD7,,Science,Data Products,ready for review
VADCP_A,DICT358,,vadcp_5thbeam_compass_calibration,"PD7,PD10,PD11,PD12,PD16,PD863,PD795,PD796,PD797,PD798,PD799,PD800,PD801,PD802,PD881,PD803,PD804,PD805,PD806",PD7,,Engineering,Calibration Data,ready for review
PCO2W_B,DICT359,,pco2w_b_thermistor_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2062",PD7,,Engineering,Thermistor Voltage Data,
PCO2W_B,DICT361,,pco2w_b_battery_voltage,"PD7,PD10,PD11,PD12,PD16,PD863,PD2061",PD7,,Engineering,Battery Voltage Data,
PCO2W_B,DICT362,,pco2w_b_configuration,"PD7,PD10,PD11,PD12,PD16,PD380,PD381,PD382,PD383,PD384,PD385,PD386,PD387,PD388,PD389,PD390,PD391,PD392,PD393,PD394,PD395,PD396,PD397,PD398,PD399,PD400,PD401,PD402,PD403,PD404,PD405,PD406,PD407,PD408,PD409,PD410,PD411,PD412,PD413,PD414,PD415,PD416,PD417,PD418,PD925,PD1118,PD863",PD7,,Engineering,Configuration Data,
PCO2W_B,DICT363,,pco2w_b_regular_status,"PD7,PD10,PD11,PD12,PD16,PD365,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD353,PD863",PD7,,Engineering,Status Data,
PCO2W_B,DICT364,,pco2w_b_control_record,"PD7,PD10,PD11,PD12,PD16,PD353,PD354,PD355,PD356,PD366,PD367,PD368,PD369,PD370,PD371,PD372,PD373,PD374,PD375,PD376,PD377,PD1113,PD1114,PD378,PD379,PD1115,PD1116,PD1117,PD333,PD863",PD7,,Engineering,Control Record Data,
